代码 / Code,名称 / Name,Name,代码 / Code,备注 / Notes,Notes
P80,机械、仪表制造业工程,Machinery and instrument manufacturing engineering,P80/84,基础标准，铸造、锻造、焊接、热处理车间、工厂，仪器、仪表厂，机械制造、汽车、机车、车辆、飞机厂等工程。,"Basic standards, casting, forging, welding, heat treatment workshops, factories, instruments, instrumentation, machinery manufacturing, automobiles, locomotives, vehicles, aircraft factories and other projects."
P81,电工制造业工程,Electrician manufacturing engineering,P80/84,基础标准，电机、电器、电线、电缆厂等工程。,"Basic standards, motors, electrical appliances, wires, cable plants and other projects."
P82,电子制造业工程,Electronic manufacturing engineering,P80/84,基础标准，电子元器件厂、电子计算机厂等工程。,"Basic standards, electronic components factory, computer factory and other projects."
P83,船舶工业工程,Shipbuilding industry engineering,P80/84,基础标准，造船厂、船坞、船台等工程。,"Basic standards, shipyards, docks, slipways and other projects."
P84,炸药与火工品工业工程,Explosives and explosives industrial engineering,P80/84,基础标准，炸药、火药、火工品工厂及其安全防护等工程。,"Basic standards, explosives, gunpowder, pyrotechnics factories and their safety protection projects."
P85,农牧、农垦工程,"Agriculture, animal husbandry and farming engineering",P85/89,基础标准，土地资源调查、土地利用分类、土地评价、土地规划、农场规划、农产品贮存与加工、蓄禽饲养、牧场工程等。,"Basic standards, land resources survey, land use classification, land evaluation, land planning, farm planning, agricultural product storage and processing, poultry breeding, and pasture engineering."
P86,林业工程,Forestry project,P85/89,基础标准，森林资源调查、林场规划，各种营造林、自然保护区、林木种子园、种子苗圃、护林机场工程等。,"Basic standards, forest resources survey, forest farm planning, various afforestation, nature reserves, forest seed orchards, seed nurseries, forest protection airport projects, etc."
P87,水产与渔业工程,Fisheries and fisheries engineering,P85/89,基础标准，渔港总体设计，水产品养殖与加工等工程。,"Basic standards, the overall design of fishing ports, aquaculture and processing and other projects."
P88,轻工业工程,Light industry engineering,P85/89,基础标准，制糖、造纸、制盐、制烟、制酒、面粉、食用油脂、饲料、食品、五金、服装、家具、日用化学制品、皮革、塑料制品厂等。,"Basic standards, sugar, paper, salt, tobacco, wine, flour, edible oil, feed, food, hardware, clothing, furniture, household chemicals, leather, plastic products factory."
P89,纺织工业工程,Textile industry engineering,P85/89,基础标准，纺织厂、印刷厂、麻纺厂、毛纺厂、针织厂等工程。,"Basic standards, textile mills, printing plants, hemp mills, woolen mills, knitting mills and other projects."
P90,工业设备安装工程综合,Industrial equipment installation engineering,P90/94,术语、符号、图例、通用检验方法等。,"Terms, symbols, legends, general inspection methods, etc."
P91,电气设备安装工程,Electrical equipment installation,P90/94,高压电器、低压电器、变压器、互感器、旋转电机、配电及自动化仪表、输变电线路、电气照明、建筑防雷系统等安装工程。,"High-voltage electrical appliances, low-voltage electrical appliances, transformers, transformers, rotating electrical machines, power distribution and automation instruments, power transmission lines, electrical lighting, building lightning protection systems and other installation projects."
P92,电信设备安装工程,Telecommunication equipment installation project,P90/94,电话、广播、电视系统、电子自动控制系统等安装工程。,"Telephone, radio, television systems, electronic automatic control systems and other installation projects."
P93,机械设备安装工程,Mechanical equipment installation project,P90/94,金属切削机床、锻压机械、铸造设备、起重设备、电梯、连续运输设备、空气分离设备、压缩机、风机、泵、锅炉、柴油机等安装工程。,"Metal cutting machine tools, forging machinery, casting equipment, lifting equipment, elevators, continuous transport equipment, air separation equipment, compressors, fans, pumps, boilers, diesel engines and other installation projects."
P94,金属设备与工艺管道安装工程,Metal equipment and process piping installation,P90/94,气体发生设备、水处理设备、金属容器、化学反映塔和釜等金属设备，各种金属管道、混凝土管道、通用工艺管道等安装工程。,"Gas installation equipment, water treatment equipment, metal containers, chemical reflection towers, kettles and other metal equipment, installation of various metal pipes, concrete pipes, and general-purpose process pipes."
P95,施工机械设备综合,Construction machinery equipment,P95/99,术语、分类、系列、型号等。,"Terminology, classification, series, model, etc."
P96,作业设备与仪器仪表,Operating equipment and instrumentation,P95/99,金属组合模板，金属脚手架及卡具，混凝土非破坏检测仪器，钢筋测力仪器等。,"Metal composite formwork, metal scaffolds and fixtures, concrete non-destructive testing instruments, steel dynamometers, etc."
P97,建筑工程施工机械,Construction machinery,P95/99,石加工机械，砌筑机具，钢筋加工机械，预应力筋加工与张位机具，吊装机具，混凝土机械，装修机械，桩工机械，路面机械，压实机械，桥梁隧道与管道施工机械，建筑起重机械，高空作业机械，挖土机械，铲土运输机械，装载机械，推土机械等。,"Stone Processing Machinery, Masonry Tools, Rebar Processing Machinery, Prestressing Bar Processing and Positioning Machines, Hoisting Equipment, Concrete Machinery, Decoration Machinery, Piling Machinery, Road Machinery, Compaction Machinery, Bridge Tunnels and Pipeline Construction Machinery, Buildings from Heavy machinery, aerial work machinery, excavation machinery, shovel transportation machinery, loading machinery, bulldozers, etc."
P98,水利工程施工机械设备,Water conservancy construction machinery and equipment,P95/99,吸泥泵，提升机等。,"Suction pumps, hoists, etc."
Q00,标准化、质量管理,"Standardization, quality management",Q00/09,标准化工作法规、导则，质量监督法规、导则，产品质量认证制度等。,"Standardized work regulations, guidelines, quality supervision and regulations, guidelines, product quality certification systems, etc."
Q01,技术管理,Technical management,Q00/09,技术文件管理，能源管理，设备、工具管理等。,"Technical document management, energy management, equipment, tool management, etc."
Q02,经济管理,Economic management,Q00/09,计划、供销、财务、劳资管理等。,"Planning, supply and marketing, finance, labor management, etc."
Q04,基础标准与通用方法,Basic standards and general methods,Q00/09,术语，符号，取样、制样方法等。,"Terms, symbols, sampling, sample preparation methods, etc."
Q07,电子计算机应用,Electronic computer applications,Q00/09,,
Q08,标志、包装、运输、贮存,"Signs, packaging, transportation, storage",Q00/09,,
Q09,卫生、安全、劳动保护,"Health, safety, labor protection",Q00/09,,
